기관명,기관유형,홈페이지URL,게시판URL,상태,상태설명,게시물후보,상세확인,기존확인건너뜀,최근게시물,제목매칭,본문매칭,상세오류,게시판후보수,게시판조회수,게시판검증수,선정점수,재시도대상,최종확인시각
양육비이행관리원,기타공공기관,https://www.childsupport.or.kr/,https://www.childsupport.or.kr/lay1/program/S1T27C28/front/board.do?sa=list&bid=1,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,1,1,0,0,0,0,0,,,,,아니오,2026-09-26 09:29:41
에너지경제연구원,기타공공기관,https://www.keei.re.kr/,https://www.keei.re.kr/board.es?mid=a10201010000&bid=0005,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,3,3,0,2,0,0,0,,,,,아니오,2026-09-26 09:29:41
여수광양항만공사,기타공공기관,https://www.ygpa.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
연구개발특구진흥재단,기타공공기관,https://www.innopolis.or.kr/,https://www.innopolis.or.kr/board?menuId=MENU00318&siteId=null,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,6,6,0,6,0,0,0,,,,,아니오,2026-09-26 09:29:41
영상물등급위원회,기타공공기관,https://www.kmrb.or.kr/,https://www.kmrb.or.kr/boardList.do,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,1,1,0,1,0,0,0,,,,,아니오,2026-09-26 09:29:41
영화진흥위원회,기타공공기관,https://www.kofic.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
예금보험공사,준정부기관(기금관리형),https://www.kdic.or.kr/,https://www.kdic.or.kr/di/pbcr/selectPbcrNtcList.do,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,5,0,0,0,,,,,아니오,2026-09-26 09:29:41
예술의전당,기타공공기관,https://www.sac.or.kr/,https://www.sac.or.kr/site/main/board/sacnews/list,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,0,,,,,아니오,2026-09-26 09:29:41
오송첨단의료산업진흥재단,기타공공기관,https://www.kbiohealth.kr/,https://www.kbiohealth.kr/board.es?mid=a10301000000&bid=0002,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,8,0,0,0,,,,,아니오,2026-09-26 09:29:41
울산항만공사,기타공공기관,https://www.upa.or.kr/,https://www.upa.or.kr/portal/contents.do?mid=0304040400,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,7,0,0,0,,,,,아니오,2026-09-26 09:29:41
육아정책연구소,기타공공기관,https://www.kicce.re.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
의료기관평가인증원,기타공공기관,https://www.koiha.or.kr/,https://www.koiha.or.kr/web/kr/community/notice_board.do,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,0,,,,,아니오,2026-09-26 09:29:41
인천국제공항공사,공기업(시장형),https://www.airport.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
인천항만공사,기타공공기관,https://icpa.or.kr/,https://www.icpa.or.kr/article/list.do?menuKey=3968&boardKey=354,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,3,,,,,아니오,2026-09-26 09:29:41
자동차손해배상진흥원,기타공공기관,https://www.tacss.or.kr/,https://www.tacss.or.kr/notification/pressrelease.jsp,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,0,,,,,아니오,2026-09-26 09:29:41
재단법인 건설기술교육원,기타공공기관,https://www.kicte.or.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
재단법인 대한건설기계안전관리원,기타공공기관,https://www.kcesi.or.kr/,https://www.kcesi.or.kr/notice/list,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,1,1,0,0,0,0,0,,,,,아니오,2026-09-26 09:29:41
재단법인 장애인기업종합지원센터,기타공공기관,http://www.debc.or.kr/,https://www.debc.or.kr/bbs/board.php?bo_table=s2_1,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,6,6,0,6,0,0,0,,,,,아니오,2026-09-26 09:29:41
재단법인 한국공공조직은행,기타공공기관,https://kptb.kr/,https://kptb.kr/subpage_0501.asp,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,6,6,0,0,0,0,0,,,,,아니오,2026-09-26 09:29:41
재단법인 한국에너지재단,기타공공기관,https://www.koref.or.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
재단법인 한국자활복지개발원,기타공공기관,https://www.kdissw.or.kr/,https://www.kdissw.or.kr:443/board.es?mid=a10501010000&bid=0002,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,8,0,0,0,,,,,아니오,2026-09-26 09:29:41
재단법인 한국장기조직기증원,기타공공기관,https://www.koda1458.kr/,https://www.koda1458.kr/communication/participation/events,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,5,5,0,4,1,2,0,,,,,아니오,2026-09-26 09:29:41
